,problem,problem_ancient,problem_modern
796,问以圆竹箩验雪箩口径一尺六寸深一尺七寸底径一尺二寸雪防其中高一尺箩体通风受雪多则平地少欲知平地雪高防何　　按箩体通风一语与算术不相涉或箩口所降之雪归于箩底与前天池测雨题相同然依上步算平地雪深只七寸余今其数又不合殆故为是语以误人也,问以圆竹箩验雪箩，口径一尺六寸，深一尺七寸，底径一尺二寸。雪防其中，高一尺。箩体通风，受雪多则平地少。欲知平地雪高防何？按箩体通风一语与算术不相涉。或箩口所降之雪归于箩底，与前天池测雨题相同。然依上步算，平地雪深只七寸余。今其数又不合，殆误人。故为是语，以误人也。,这段古汉语的意思是：用圆竹箩和雪箩来测量雪的深度和高度。圆竹箩的口径为一尺六寸，深度为一尺七寸，底径为一尺二寸，雪箩的高度为一尺，可以通风，防止雪进入。如果箩体通风，受到的雪就会比平地少，想知道平地雪的高度和如何防止雪。但是，箩体通风与算术无关，箩口所降的雪也不会归于箩底。这段话中的“平地雪高防何”是有误的，因为按照之前的计算，平地雪深只有七寸余，这个数字也不正确，可能是误导人的。
797,问以圆罂接雨口径一尺五寸腹径二尺四寸底径八寸深一尺六寸并里明接得雨水深一尺二寸圆法用密率问平地雨水深防何　　按此题问平地雨深无关圆法密率句赘若求罂中雨积数则当加此语,问：以圆罂接雨，口径一尺五寸，腹径二尺四寸，底径八寸，深一尺六寸。并里明接得雨水，深一尺二寸。圆法用密率，问平地雨水深防何？按此题，问平地雨深无关圆法密率，句赘。若求罂中雨积数，则当加此语。,这句话的现代汉语翻译是：“问一个直径为一尺五寸，腹径为二尺四寸，底径为八寸，深度为一尺六寸的圆形罂，接到雨水后，里面的水深为一尺二寸。用圆法和密率计算，问在平地上，防止雨水深度达到多少。”如果要求罂中雨水的积数，需要加上“罂中雨积数为多少？”这句话。
798,问验雪占年墙高一丈二尺倚木去址五尺梢与墙齐木身积雪厚四寸峻积薄平积厚欲知平地雪厚几何,问验雪，占年墙高一丈二尺。倚木去址五尺梢与墙齐，木身积雪厚四寸，峻积薄，平积厚。欲知平地雪厚几何？,这句话的现代汉语翻译是：“问验雪占年，墙高一丈二尺，倚木去址五尺梢与墙齐，木身积雪厚四寸，峻积薄，平积厚。欲知平地雪厚几何？”
799,问有方中古圆池堙圮北余一角从外方隔斜至内圆边七尺六寸欲就古迹修之欲求圆方方斜各几何,问有方中古圆池，堙圮北余一角，从外方隔斜至内圆边七尺六寸。欲就古迹修之，欲求圆方方斜各几何。,这句话的现代汉语翻译是：问有一个方形中有一个古老的圆形池塘，北边的一角已经坍塌，从外面到内圆边斜着隔了七尺六寸，想要修复这个古迹，想知道圆形、方形、斜线各自的几何形状。
800,问有两尖田一叚其尖长不等两大斜三十九歩两小斜二十五歩中广三十歩欲知其积几何,问：有两尖田，一叚。其尖长不等，两大斜三十九歩，两小斜二十五歩，中广三十歩。欲知其积几何？,这句话的现代汉语翻译是：“问有两个尖田，一个平行四边形，其两个尖的长度不相等，两个斜边分别为39步和25步，中间的宽度为30步，求其面积是多少？”
801,问沙田一叚有三斜其小斜一十三里中斜一十四里大斜一十五里里法三百歩欲知为田几何,问沙田一叚，有三斜。其小斜一十三里，中斜一十四里，大斜一十五里。里法三百步。欲知为田几何？,这句话的现代汉语翻译是：“问沙田一块地，有三条斜线，其中小斜线长13里，中斜线长14里，大斜线长15里。按里程计算，这块地的面积是多少？”
802,问有荡一所正北阔一十七里自南尖穿径中长二十四里东南斜二十里东北斜一十五里西斜二十六里欲知亩积几何,"问：有荡一所，正北阔一十七里，自南尖穿径中长二十四里，东南斜二十里，东北斜一十五里，西斜二十六里。欲知亩积几何？

注：这段古文是在描述一个地理位置，询问其面积大小。

注意到这段古文中没有标点符号，我们需要根据语义和语法来添加标点符号，使其更加易读易懂。下面是我添加的标点符号：

问：有荡一所，正北阔一十七里，自南尖穿径中长二十四里，东南斜二十里，东北斜一十五里，西斜二十六里。欲知亩积几何？",这句话的现代汉语翻译是：问有一块土地，从南尖到北边宽17里，中间穿过一条径线，长24里，向东南斜着走20里，向东北斜着走15里，向西斜着走26里。请问这块土地的面积是多少亩？
803,问沙洲一叚形如棹力广一千九百二十歩从三十六百歩大斜二千五百歩小斜一千八百二十歩以安集民每户给一十五亩欲知地积容民几何,问沙洲一叚，形如棹力，广一千九百二十歩。从三十六百歩大斜，二千五百歩小斜，一千八百二十歩以安集民。每户给一十五亩。欲知地积容民几何？,这句话的现代汉语翻译是：问沙洲一条形如船的河道，宽一千九百二十步，从三十六百步大斜，二千五百步小斜，一千八百二十步以安置居民，每户分配十五亩土地。想知道这片土地的面积和容纳居民的数量是多少。
804,问蕉叶田一叚中长五百七十六歩中广三十四歩不知其周求积亩合几何,问蕉叶田一叚中，长五百七十六歩，中广三十四歩，不知其周，求积亩合几何？,这句话的现代汉语翻译是：问蕉叶田一块长五百七十六步，宽三十四步，不知道它的周长是多少，求它的面积是多少亩，属于哪种几何形状。
805,问三斜田被水冲去一隅而成四不等直田之状元中斜一十六步如多长水直五歩如少阔残小斜一十三歩如残大斜二十歩如元中斜之横量径一十二歩如残田之广又如元中斜之勾亦是水直之股欲求元积残积水积元大斜元中斜二水斜各几何,"问：三斜田被水冲去一隅，而成四不等直田。之状元中，斜一十六步如多长，水直五歩如少阔，残小斜一十三歩如何，残大斜二十歩如元中斜之横量径一十二歩如残田之广，又如元中斜之勾。亦是水直之股。欲求元积、残积、水积。元大斜、元中斜、二水斜各几何？

答：问三斜田被水冲去一隅，而成四不等直田之状。元中斜一十六步，如多长？水直五歩，如少阔。残小斜一十三歩，如何？残大斜二十歩，如元中斜之横量径一十二歩，如残田之广，又如元中斜之勾。亦是水直之股。欲求元积、残积、水积。元大斜、元中斜、二水斜各几何？","这段古文的现代汉语翻译如下：

问三斜田被水冲去一隅，而成四个不等直角田。其中斜的一边长十六步，水直的一边长五步，残小斜的一边长十三步，残大斜的一边长二十步，元中斜的一边长多少，横量径长十二步，像残田的宽度一样，也像元中斜的勾一样。水直的股要求元的面积、残的面积和水的面积，元大斜、元中斜和水斜各是多少？"
806,问环田大小圆田共三段环田外周三十步虗径八步大圆田径一十步小圆田周三十步欲知三田积及环田周通实径大圆周小圆径各几何,"问：环田大小圆田共三段，环田外周三十步，虚径八步，大圆田径十步，小圆田周三十步。欲知三田积及环田周通实径，大圆周，小圆径各几何？

答：环田大小圆田共三段，环田外周三十步，虚径八步，大圆田径十步，小圆田周三十步。欲知三田积及环田周通实径，大圆周，小圆径各几何？",请问这句话出自哪个古代文献或者哪个时期的古汉语呢？这样我才能更准确地翻译。
807,问户业田一段若梯之状南广小三十四步北广大五十二步正长一百五十步合系兄弟三人均分其田边道各欲出入其地形难分经官乞分南甲乙北内欲知其田共积各人合得田数及各段正长大小广几何,问户业田一段，若梯之状。南广小三十四步，北广大五十二步，正长一百五十步。合系兄弟三人，均分其田。边道各欲出入，其地形难分。经官乞分，南甲乙北内。欲知其田共积，各人合得田数及各段正长大小广几何。,"这段古汉语的意思是：问户业田一段，若梯之状，南广小三十四步，北广大五十二步，正长一百五十步。合系兄弟三人，均分其田。边道各欲出入，其地形难分。经官乞分，南甲乙北内。欲知其田共积，各人合得田数及各段正长大小广几何。 

翻译成现代汉语就是：问户业田的一段地，形状像梯子，南边宽度为34步，北边宽度为52步，长度为150步。三个兄弟共同拥有这块田地，平分它。由于边界不易分辨，他们向官府请求分配，南边分给甲和乙，北边分给内。现在想知道这块田地的总面积，每个人分到的面积，以及各段的长度、宽度和大小。"
